neuma_instance_id,neuma_instance_url,brief_description,manuscript_id,manuscript_sequence,manuscript_short_title,manuscript_how_accessed,folio,melisma_type_id,page,feast,office_description,genre_description,lit_position,chant_incipit,cao,mode_name,melisma_word,melisma_type,neuma_id,neuma_sequence,melody_volpiano,melody_nhl,neuma_erased,prosula_name,HP_entry-checked,cao_chant_id,feast_id
122,https://bvmm.irht.cnrs.fr/iiif/25087/canvas/canvas-2613742/view,"Kelly p.74, V. Veni sancte spiritus (Villetard p. 157)",70,4,F-SEm Ms. 46A,Digital images,\N,1,p. 27,Circumcisio Domini (Jan.1),Prime,Alleluia,"Prime, before hymn",[Alleluia] Veni sancte,\N,1,ACcende,Ad repetendum,24,1,fged-f-efd-ecd-cd-fged-f-efd-ecd-dh-h-ghgf-gh-h-dh-h-ghgf-gh-h-hg-kjg-hgf-gh-h-hg-kjg-hgf-gh-h-feg-feg-fed-edc-eg-hjhgfedc-d-defef-ed ,\N,No,\N,Completely,\N,4223
33,https://bvmm.irht.cnrs.fr/iiif/24733/canvas/canvas-2531711/view,"Kelly p.50, Lapides torrentes ; rubric says 'in media navi precentor incipiat R'",71,1,F-SEm Ms. 7,Digital images,f. 11r,1,\N,Stephani (Dec.26),First Vespers,Responsory,Rproc.,Lapides torrentes ,Lapides torrentis illi dulces (007075),7,animE,Ad repetendum,2,1,cd-fg-edf-efd-ecd-dh-hg-gfh-ddc-ggf-ghgf-ef ,\N,No,\N,Completely,7075,2757
61883,https://bvmm.irht.cnrs.fr/iiif/25697/canvas/canvas-2674972/view,Gaude maria virgo,72,1,F-TOm 153,Digital images,f. 46r,1,\N,Purificatio Mariae (Feb.2),Matins,Responsory,R12/12,Gaude Maria virgo,Gaude Maria virgo cunctas (006759),6T,inviolaTA,Ad repetendum,25,1,\N,\N,No,\N,Completely,6759,2202
61884,https://bvmm.irht.cnrs.fr/iiif/25697/canvas/canvas-2674984/view,O beati viri Benedicti,72,2,F-TOm 153,Digital images,f. 58r,1,\N,Benedicti (Mar.21),Matins,Responsory,R12/12,O beati viri Benedicti,O beati viri N. sancta (007255),4,CONiunctus,Ad repetendum,16,1,\N,\N,No,\N,Completely,7255,2213
61885,https://bvmm.irht.cnrs.fr/iiif/25697/canvas/canvas-2675005/view,Inter natos mulierum,72,3,F-TOm 153,Digital images,f. 79r,1,\N,Joannis Baptistae (Jun.24),Matins,Responsory,R12/12,Inter natos mulierum,Inter natos mulierum non (006979),1,prepaRAvit,Ad repetendum,20,1,c-df-fdfg-hf-gd-fe-fcdc-fe-ghed-efc-ded-fghf-gd-ffdfcdc-feghed-hijh-hg-gef-egh-edc-d-hjh-hg-gef-egh-edc-d-cef-fe-f-eghg-fe-cd-d-dcdef-ed,\N,No,\N,Completely,6979,2327
61886,https://bvmm.irht.cnrs.fr/iiif/25697/canvas/canvas-2675024/view,Agmina sacra angelorum,72,4,F-TOm 153,Digital images,f. 98r,2,\N,Transl. Martini (Jul.4),Matins,Responsory,R12/12,Agmina sacra angelorum,Agmina sacra angelorum (006063),1,OMnes,Intonation,48,1,\N,\N,No,\N,Completely,6063,2420
61876,https://bvmm.irht.cnrs.fr/iiif/25697/canvas/canvas-2675042/view,Steiner 1973: Gloriosus domini Germanus,72,5,F-TOm 153,Digital images,f. 116r,1,\N,Germani (Jul.31),Matins,Responsory,R12/12,Gloriosus domini Germanus,Gloriosus domini Germanus cum (006787),8,requiEM,Ad repetendum,27,1,fh-kl-g-ghijkjhg-hfg-khg-k-kghfg-khg-k-kghfg-kkk-lk-nlk-m-mkljk-kkk-lk-nlk-m-mkljk-mnonmlk-lk-nlk-lm-mkljk-mnonmlk-lk-nlk-m-mk-lj-llk,\N,No,\N,Completely,6787,2373
61881,https://bvmm.irht.cnrs.fr/iiif/25697/canvas/canvas-2675114/view,Steiner 1973: Martinus abrahae,72,6,F-TOm 153,Digital images,f. 183r,0,\N,Martini (Nov.11),Matins,Responsory,R12/12,Martinus Abrahae,Martinus Abrahae sinu laetus (007132),1,HOnoratur,Terminal,21,1,h-hghf-hjkhg-egeg-hijgfd-dhhgfgg-fgfdc-eghg-ef-gf-gfe-defef-ed,\N,No,\N,Completely,7132,2694
61882,https://bvmm.irht.cnrs.fr/iiif/25697/canvas/canvas-2675114/view,Steiner 1973: Martinus abrahae,72,6,F-TOm 153,Digital images,f. 183r,2,\N,Martini (Nov.11),Matins,Responsory,R12/12,Martinus Abrahae,Martinus Abrahae sinu laetus (007132),1,MARtinus,Intonation,48,2,\N,\N,No,\N,Completely,7132,2694
570,https://bvmm.irht.cnrs.fr/iiif/33956/canvas/canvas-3103234/view,"Table 1, Kelly article. p.8",73,1,F-VAL 114,Digital images,f. 13v,0,\N,Nativitas Domini (Dec.25),Matins,Responsory,R4/12,Descendit de celis,Descendit de caelis deus (006410),1,CONditor,Terminal,22,1,\N,\N,No,\N,Completely,6410,2745
571,https://bvmm.irht.cnrs.fr/iiif/33956/canvas/canvas-3103234/view,"Table 1, Kelly article. p.8",73,1,F-VAL 114,Digital images,f. 13v,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R4/12,Descendit de celis,Descendit de caelis deus (006410),1,TANquam,Intonation,48,2,\N,\N,No,\N,Completely,6410,2745
572,https://bvmm.irht.cnrs.fr/iiif/33956/canvas/canvas-3103235/view,"Table 1, Kelly article. p.8",73,1,F-VAL 114,Digital images,f. 14r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R4/12,Descendit de celis,Descendit de caelis deus (006410),1,CONditor,Ad repetendum,21,3,\N,\N,No,\N,Completely,6410,2745
5572,https://bvmm.irht.cnrs.fr/iiif/33956/canvas/canvas-3103235/view,"Table 1, Kelly article. p.8",73,1,F-VAL 114,Digital images,f. 14r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R4/12,Descendit de celis,Descendit de caelis deus (006410),1,CONditor,Ad repetendum,1,4,\N,\N,No,\N,Completely,6410,2745
61826,https://bvmm.irht.cnrs.fr/iiif/33956/canvas/canvas-3103241/view,HP Sancte dei,73,2,F-VAL 114,Digital images,f. 17r,0,\N,Stephani (Dec.26),Matins,Responsory,R4/12,Sancte dei pretiose,Sancte dei pretiose (007575),1,COLlegio,Terminal,24,1,dh-hggf-gh-dh-hggf-ghh-hkjg-kkh-hggf-gh-h-hkjg-khhggf-gh-h-hg-fg-dfddc,\N,No,\N,Completely,7575,2757
61828,https://bvmm.irht.cnrs.fr/iiif/33956/canvas/canvas-3103334/view,HP Et valde,73,3,F-VAL 114,Digital images,f. 63v,0,\N,Dom. Resurrectionis (),Matins,Responsory,R4/4,Et valde mane una sabbatorum,Et valde mane una sabbatorum (006676),1,ORto,Terminal,24,1,dh-ghgf-gh-dh-ghgf-gh-hkhg-kkgf-gh-hkhg-khf-gh-fed-fec-eg-hg-f ,\N,No,\N,Completely,6676,1688
61912,\N,Gloriosi domine testis - Vincent,73,4,F-VAL 114,Digital images,f. 111v,0,\N,Vincentii (Jan.22),Matins,Responsory,R12/12,Gloriosi domine testis,Gloriosi domine testis tui (006782),1,OCcumbere,Terminal,7,1,hgf-gd-fge-eg-ijhg-hfd-fed-hhggf-gh-dc-defef-ed,\N,No,\N,Completely,6782,2179
340,https://bvmm.irht.cnrs.fr/iiif/33956/canvas/canvas-3103451/view,"HP p.11, Beatissimus vir Amandus  -8ve feast",73,5,F-VAL 114,Digital images,f. 122r,0,\N,Octava Amandi (Feb.13),Matins,Responsory,R10/14,Beatissimus vir Amandus,Beatissimus vir Amandus (600223),1,perHENni,Terminal,24,1,dh-hggf-gh-h-dh-hggf-ghh-hkjg-hgfh-hkjg-hgfh-fed-fec-eg-hg ,\N,No,\N,Completely,600223,2198
61829,https://bvmm.irht.cnrs.fr/iiif/33956/canvas/canvas-3103456/view,HP Electus et dilectus,73,6,F-VAL 114,Digital images,f. 124v,0,\N,Gregorii (Mar.12),Matins,Responsory,R8/12,Electus ac dilectus,Electus et dilectus domini (006646),1,PApa,Terminal,24,1,dhhg-hgf-gh-hhg-kjg-hgf-gh-hhg-kjg-hgf-gh-fed-fec,\N,No,\N,Completely,6646,2219
332,https://bvmm.irht.cnrs.fr/iiif/33956/canvas/canvas-3103457/view,"HP p.7, O pastor apostolice 1 (engl office)",73,7,F-VAL 114,Digital images,f. 125r,0,\N,Gregorii (Mar.12),Matins,Responsory,R12/12,O pastor apostolice o defensor,O pastor apostolice Gregori (007279),4,IEsum,Terminal,29,1,de-fgd-gfe-dh-ghgf-de-de-fge-gfe-dh-ghgf-df-ef-ghg-gk-kjhg-hhg-ef-ghg-gk-kjhg-hg-cdf-fed-dg,\N,No,\N,Completely,7279,2219
63,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=18911&VUE_ID=1640246&carouselThere=false&nbVignettes=tout&page=1&angle=0&zoom=petit&tailleReelle=,"Kelly p.62, In patre manet eternitas (melisma rubricated 'prosa'; R8 has sedentem prosa; R12 descendit prosas)",74,1,F-VENbm Ms. 17E,Microfilm,f. 103r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R4/12,In patre manet eternitas,In patre manet aeternitas et (006922),1,SEcula,Ad repetendum,12,1,ghk-k-lmkjh-k-hkj-ghgf-hg-kjh-hg-kk-hkj-ghgf-hg-kjh-hg-eg-hj-jh-kjh-kj-ghgf-hg-kjh-hg-eg-hj-jh-khkj-ghgf-hg-kjh-hg-llkh-klk-h-kj-ghjk-lkh-kh-llkh-klkh-kj-ghjk-lkh-kh-kjg-hjkjh-gf-gh-j-hg,\N,No,\N,Completely,6922,2745
3333,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=18911&VUE_ID=1640355&carouselThere=false&nbVignettes=tout&page=1&angle=0&zoom=moyen&tailleReelle=,"Kelly 308, Et valde mane ",74,2,F-VENbm Ms. 17E,Microfilm,f. 208v,2,\N,Dom. Resurrectionis (),Matins,Responsory,R12/12,Et valde mane,Et valde mane una sabbatorum (006676),1,MAria,Intonation,48,1,hj-khg-hijgf-gh-Ijkhg-hijgf-gh-fffd-fedc-cd-ef-gh-jkjh-gh-gfe ,\N,No,\N,Completely,6676,1688
205,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=18911&VUE_ID=1640451&carouselThere=false&nbVignettes=tout&page=1&angle=0&zoom=moyen&tailleReelle=,Sancte dei preciose,74,3,F-VENbm Ms. 17E,Microfilm,f. 305r,0,\N,Stephani (Dec.26),Matins,Responsory,R8/12,Sancte dei preciose,Sancte dei pretiose (007575),1,COLlegio,Terminal,24,1,dh-hggf-gh-hkhg-kh-hggf-gh-hgfg-dfed-dc-fgf-gh,\N,No,\N,Completely,7575,2757
61889,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=18911&VUE_ID=1640452&carouselThere=false&nbVignettes=tout&page=1&angle=0&zoom=moyen&tailleReelle=,"Kelly p.99, Ecce jam coram te 10",74,4,F-VENbm Ms. 17E,Microfilm,f. 306r,2,\N,Stephani (Dec.26),Matins,Responsory,R12/12,Ecce jam coram te ,Ecce jam coram te protomartyr (006594),1,ECce,Intonation,43,1,cd-fg-edf-efd-ecd-dhh-hggf-ghh-ddc-ggf-ghg-ffedc-ef,\N,No,\N,Completely,6594,2757
61698,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=18911&VUE_ID=1640493&carouselThere=false&nbVignettes=tout&page=1&angle=0&zoom=moyen&tailleReelle=,"HP add., O gloriosum presulem (ms has Beatissimus julianus R12, with prosa, but no melisma)",74,5,F-VENbm Ms. 17E,Microfilm,f. 347r,0,\N,"Juliani, Epi. (Jan.27)",Matins,Responsory,R8/12,O gloriosum presulem,\N,6,HAbere,Terminal,74,1,hijhg-hijk-kijh-ijhg-hgf-gf-gh-dh-ijhg-hijk-kijh-ijhg-hgf-gh--ddc-fg-gf-,\N,No,\N,Completely,\N,2146
71,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=18911&VUE_ID=1640516&carouselThere=false&nbVignettes=tout&page=1&angle=0&zoom=moyen&tailleReelle=,"Kelly p.66, O beati viri 2",74,6,F-VENbm Ms. 17E,Microfilm,f. 370r,1,\N,Benedicti (Mar.21),Matins,Responsory,R12/12,O beati viri,O beati viri N. sancta (007255),4,CONiunctus ,Ad repetendum,16,1,hhgf-ggfd-e-fggfd-e-fggfd-e-hhg-hf-gh-kg-kh-hhg-hf-gh-kg-kh-kj-klkjhg-hg-fh-kj-klkjhg-hg-fgh-ijhg-hg,\N,No,\N,Completely,7255,2213
154,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=18911&VUE_ID=1640586&carouselThere=false&nbVignettes=tout&page=1&angle=0&zoom=moyen&tailleReelle=,"Kelly p.79, Gloriosus domini Germanus 1",74,7,F-VENbm Ms. 17E,Microfilm,f. 439v,1,\N,Germani (Jul.31),Matins,Responsory,R12/12,Gloriosus domini Germanus,Gloriosus domini Germanus cum (006787),5,requiEM,Ad repetendum,27,1,fh-kl-g-gh-ijkjhg-hfg-khg-kkg-hfg-k-k-klk-nlk-nnk-lijk-mn-onmk-lk-nlk-nnk-lj-llk,\N,No,\N,Completely,6787,2373
398,\N,"HP p.40, Sacerdotum gloriosum",75,\N,F-VN 108,\N,unknown,3,\N,\N,_Unknown,_Unknown,\N,Sacerdotum gloriosum,\N,unknown,\N,Other,7,1,\N,\N,Not checked,\N,No,\N,0
55564,\N,"HP p.40, Sacerdotum gloriosum",76,\N,F-VN 129,\N,f. 208v,3,\N,\N,_Unknown,_Unknown,\N,Sacerdotum gloriosum,\N,unknown,\N,Other,7,1,\N,\N,Not checked,\N,No,\N,0
356,\N,"HP p.20, Pretiosus athleta domini",77,\N,F-VN 74,\N,f. 46r,0,\N,Stephani (Dec.26),_Unknown,Responsory,\N,Pretiosus athleta domini,Pretiosus athleta domini (601873),unknown,hoc,Terminal,0,1,\N,\N,Not checked,\N,No,601873,2757
356,\N,"HP p.20, Pretiosus athleta domini",77,\N,F-VN 74,\N,f. 46r,0,\N,Stephani (Dec.26),_Unknown,Responsory,\N,Pretiosus athleta domini,Pretiosus athleta domini Stephanus positis (601873),unknown,hoc,Terminal,0,1,\N,\N,Not checked,\N,No,601873,2757
382,https://parker.stanford.edu/parker/catalog/tr552jm2166,"HP p.35, Regnas Augustine Augustis",78,1,GB-Ccc 312,Digital images,\N,1,p. 294,Augustini (Aug.28),_Unknown,Responsory,RNend,Regnas Augustine Augustis,\N,unknown,CAElum,Ad repetendum,0,1,\N,\N,Left unnotated,\N,Completely,\N,2441
61813,https://parker.stanford.edu/parker/catalog/yp193mg4537,Holschneider 112 -Te laudant angeli,79,1,GB-Ccc 473,Digital images,f. 176r,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R8/12,Te laudant angeli,Te laudant angeli sancta dei (007756),unknown,ipSUM,Intonation,0,1,\N,\N,No,\N,Completely,7756,2745
61803,https://parker.stanford.edu/parker/catalog/yp193mg4537,Holschneider 113 - Descendit de caelis,79,2,GB-Ccc 473,Digital images,f. 176v,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/12,Descendit de caelis,Descendit de caelis missus ab (006411),unknown,TAMquam,Intonation,48,1,\N,\N,No,\N,Completely,6411,2745
61811,https://parker.stanford.edu/parker/catalog/yp193mg4537,Holschneider 115 -Sancte dei pretiose,79,3,GB-Ccc 473,Digital images,f. 177r,0,\N,Stephani (Dec.26),Matins,Responsory,R4/12,Sancte dei pretiose,Sancte dei pretiose (007575),unknown,COLlegio,Terminal,24,1,\N,\N,No,\N,Completely,7575,2757
61804,https://parker.stanford.edu/parker/catalog/yp193mg4537,Holschneider 119 - Hodie martirum flores ,79,4,GB-Ccc 473,Digital images,f. 177v,2,\N,Nat. Innocentium (Dec.28),Matins,Responsory,R12/12,Hodie martyrum flores,Hodie martyrum flores (006853),unknown,doNEtur,Intonation,48,1,\N,\N,No,\N,Completely,6853,2744
61810,https://parker.stanford.edu/parker/catalog/yp193mg4537,Holschneider 122 - Sancte Benedicte confessor domini,79,5,GB-Ccc 473,Digital images,f. 178v,0,\N,Benedicti (Mar.21),_Unknown,Responsory,R,Sancte Benedicte confessor domini,Sancte N. audi rogantes (007580),unknown,indulGENtiam,Terminal,20,1,\N,\N,No,\N,Completely,7580,2213
334,https://parker.stanford.edu/parker/catalog/yp193mg4537,"Holschneider 123 HP p.7, O pastor apostolice 3 (engl office)",79,6,GB-Ccc 473,Digital images,f. 179r,0,\N,Gregorii (Mar.12),Matins,Responsory,R12/12,O pastor apostolice o defensor,O pastor apostolice Gregori (007279),unknown,HIEsum,Terminal,29,1,\N,\N,No,\N,Completely,7279,2219
61807,https://parker.stanford.edu/parker/catalog/yp193mg4537,"Holschneider 123 HP p.7, O pastor apostolice 3 (engl office)",79,6,GB-Ccc 473,Digital images,f. 179r,2,\N,Gregorii (Mar.12),Matins,Responsory,R12/12,O pastor apostolice o defensor,O pastor apostolice Gregori (007279),unknown,esTO,Intonation,0,2,\N,\N,No,\N,Completely,7279,2219
337,https://parker.stanford.edu/parker/catalog/yp193mg4537,"Holschneider 152, HP p.10, Sanctissimi martyris Iusti",79,11,GB-Ccc 473,Digital images,f. 186r,0,\N,Justi (Oct.18),_Unknown,Responsory,R,Sanctissimi martyris Iusti,Sanctissimi confessoris (007599),unknown,conserVAre,Terminal,28,1,\N,\N,No,\N,Completely,7599,2610
362,https://parker.stanford.edu/parker/catalog/yp193mg4537,"Holschneider 159, HP p.29, Laudemus dominum",79,12,GB-Ccc 473,Digital images,f. 188r,0,\N,Swithuni (Jul.15),Matins,Responsory,R7,Laudemus dominum,Laudemus dominum in beati (007082),unknown,sanANtur,Terminal,24,1,\N,\N,No,\N,Completely,7082,2413
61805,https://parker.stanford.edu/parker/catalog/yp193mg4537,Holschneider 165 - Iste est de sublimibus,79,13,GB-Ccc 473,Digital images,f. 189r,0,\N,Swithuni (Jul.15),Matins,Responsory,R11,Iste est de sublimibus,Iste est de sublimibus (006998),unknown,dePOscimus,Terminal,0,1,\N,\N,No,\N,Completely,6998,2413
61806,https://parker.stanford.edu/parker/catalog/yp193mg4537,Holschneider 171 - O christe martirum,79,14,GB-Ccc 473,Digital images,f. 198r,0,\N,Nat. Innocentium (Dec.28),_Unknown,_Unknown,n/a,O Christe martyrum,\N,unknown,REGno,Terminal,0,1,\N,\N,No,\N,Completely,\N,2744
6868,\N,Kelly diss. 175 Descendit de celis,80,\N,GB-Cjc Ms. F.14,Microfilm,\N,3,\N,Nativitas Domini (Dec.25),Matins,Responsory,\N,Descendit de celis,\N,unknown,\N,Other,21,1,\N,\N,Not checked,\N,No,\N,2745
692,\N,"Table 2, Kelly diss. p.177",80,1,GB-Cjc Ms. F.14,Microfilm,f. 33f,1,\N,Stephani (Dec.26),Matins,Responsory,\N,Sancte dei pretiose,Sancte dei pretiose (007575),unknown,\N,Ad repetendum,22,1,\N,\N,Not checked,Te mundi,No,7575,2757
536,HP image 18,"Table 1, Kelly diss. p.175",81,1,GB-Cmc Ms. F.4.10,Microfilm,f. 17v,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/12,Descendit de celis,Descendit de caelis missus ab (006411),1,TANquam,Intonation,48,1,\N,\N,No,\N,Completely,6411,2745
537,HP image 18,"Table 1, Kelly diss. p.175",81,1,GB-Cmc Ms. F.4.10,Microfilm,f. 17v,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/12,Descendit de celis,Descendit de caelis missus ab (006411),1,FAbrice,Ad repetendum,22,2,\N,\N,No,\N,Completely,6411,2745
156,HP image 23,"Kelly p.79, Sanctissimi martyris Stephani 1",81,2,GB-Cmc Ms. F.4.10,Microfilm,f. 23r,1,\N,Stephani (Dec.26),Matins,Responsory,R8/12,Sanctissimi martyris Stephani,Sanctissimi confessoris (007599),1,conserVAre,Ad repetendum,28,1,d-hh-hgf-gg-hh-dhh-hgf-g-gh-h-gfh-h-dh-hkjg-jkh-hgh-hdh-hkjg-jkh-lkjg-hg-lkjg-hh-hh-jg-gf-fe-cd-d-ce-ggf-gh-h-lkj-ghg-lkjg-hh-hh-jg-gf-fe-cdd-edc,\N,No,\N,Completely,7599,2757
8881,HP image 24,"Kelly p.67, Patefacte sunt janue",81,3,GB-Cmc Ms. F.4.10,Microfilm,f. 23v,2,\N,Stephani (Dec.26),Matins,Responsory,R12/12,Patefacte sunt janue,Patefactae sunt januae caeli (007358),4,posiTIS,Intonation,49,1,h-gh-g-e-fg-gjgh-egefed-dcd-fe-fged-fed-de-fg-hkhg-hg,\N,No,\N,Completely,7358,2757
81,HP image 24,"Kelly p.67, Patefacte sunt janue",81,3,GB-Cmc Ms. F.4.10,Microfilm,f. 24r,1,\N,Stephani (Dec.26),Matins,Responsory,R12/12,Patefacte sunt janue,Patefactae sunt januae caeli (007358),4,coROnatus,Ad repetendum,16,2,h-hgf-ggfd-f-ef-gfd-f-ef-gfd-e-h-hg-hf-gh-kg-kh-h-hg-hf-gh-kg-kh-kj-klkjhg-hg-fg-hij-hg-hg,\N,No,\N,Completely,7358,2757
243,HP image 28,"Kelly p.106, In medio ecclesiae V. Jocunditatem",81,4,GB-Cmc Ms. F.4.10,Microfilm,f. 27v,2,\N,Joannis Evang. (Dec.27),Matins,Responsory,R12/12,In medio ecclesiae,In medio ecclesiae aperuit os (006913),1,jocunditatem,Intonation,48,1,\N,\N,No,\N,Completely,6913,2740
418,HP image 28,"Kelly p.106, In medio ecclesiae V. Jocunditatem (aug. p. 177)",81,4,GB-Cmc Ms. F.4.10,Microfilm,f. 27v,1,\N,Joannis Evang. (Dec.27),Matins,Responsory,R12/12,In medio ecclesiae,In medio ecclesiae aperuit os (006913),1,ET,Ad repetendum,22,2,\N,\N,No,\N,Completely,6913,2740
61852,HP image 28,HP add Hodie martyrum flores,81,5,GB-Cmc Ms. F.4.10,Microfilm,f. 31r,2,\N,Nat. Innocentium (Dec.28),Matins,Responsory,R12/12,Hodie martyrum flores,Hodie martyrum flores (006853),1,doNEtur,Intonation,48,1,\N,\N,No,\N,Completely,6853,2744
252,HP image 36,"Kelly p.106, Te laudant angeli 1 - kelly misprint (33r; om. in index)",81,6,GB-Cmc Ms. F.4.10,Microfilm,f. 36r,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R8/12,Te laudant angeli,Te laudant angeli sancta dei (007756),4,ipSUM,Intonation,49,1,\N,\N,No,\N,Completely,7756,2745
277,HP image 97,"Kelly p.108, Dum transisset 3 (we had 152r but this is wrong)",81,7,GB-Cmc Ms. F.4.10,Microfilm,f. 96v,2,\N,Dom. Resurrectionis (),Matins,Responsory,R3/3,Dum transisset,Dum transisset sabbatum Maria (006565),4,VALde,Intonation,50,1,\N,\N,No,\N,Completely,6565,1688
138,HP image 201,"Kelly p.77, Gaude Maria 1",81,8,GB-Cmc Ms. F.4.10,Microfilm,f. 200v,1,\N,Purificatio Mariae (Feb.2),Matins,Responsory,R12/12,Gaude Maria,Gaude Maria virgo cunctas (006759),6T,invioLAta,Ad repetendum,25,1,\N,\N,No,\N,Completely,6759,2202
134,HP image 214,"Kelly p.76, Electus et dilectus",81,9,GB-Cmc Ms. F.4.10,Microfilm,f. 213v,1,\N,Gregorii (Mar.12),Matins,Responsory,R8/12,Electus et dilectus ,Electus et dilectus domini (006646),1,PApa,Ad repetendum,24,1,\N,\N,No,\N,Completely,6646,2219
158,HP image 215,"Kelly p.80, O pastor apostolice 1",81,10,GB-Cmc Ms. F.4.10,Microfilm,f. 214v,1,\N,Gregorii (Mar.12),Matins,Responsory,R12/12,O pastor apostolice o defensor,O pastor apostolice Gregori (007279),4,IEsum,Ad repetendum,29,1,\N,\N,No,\N,Completely,7279,2219
369,HP image 216,"HP p.30, Cuthberthus puer",81,11,GB-Cmc Ms. F.4.10,Microfilm,f. 215v,0,\N,Cuthberti (Mar.20),Matins,Responsory,R1/12,Cuthberthus puer,Cuthbertus puer bonae indolis (600516),1,ANgelis,Terminal,24,1,\N,\N,No,\N,Completely,600516,2215
61853,HP image 299,HP add O quam gloriosum,81,12,GB-Cmc Ms. F.4.10,Microfilm,f. 298v,0,\N,Omnium Sanctorum (Nov.1),Matins,Responsory,R9/12,O quam gloriosum,O quam gloriosum est regnum (007285),1,QUOcum,Terminal,0,1,\N,\N,Completely,\N,Completely,7285,2702
526,\N,"Table 1, Kelly diss. p.175",82,1,GB-Cu Add. 2602,Kelly catalogue,f. 15r,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,\N,Descendit de celis,Descendit de caelis missus ab (006411),unknown,,Intonation,48,1,\N,\N,Not checked,,No,6411,2745
527,\N,"Table 1, Kelly diss. p.175",82,1,GB-Cu Add. 2602,Kelly catalogue,f. 15r,0,\N,Nativitas Domini (Dec.25),Matins,Responsory,\N,Descendit de celis,Descendit de caelis missus ab (006411),unknown,,Terminal,21,2,\N,\N,Not checked,Felix Maria,No,6411,2745
528,\N,"Table 1, Kelly diss. p.175",82,1,GB-Cu Add. 2602,Kelly catalogue,f. 15r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,\N,Descendit de celis,Descendit de caelis missus ab (006411),unknown,,Ad repetendum,1,3,\N,\N,Not checked,Familiam,No,6411,2745
529,\N,"Table 1, Kelly diss. p.175",82,1,GB-Cu Add. 2602,Kelly catalogue,f. 15r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,\N,Descendit de celis,Descendit de caelis missus ab (006411),unknown,,Ad repetendum,22,4,\N,\N,Not checked,Te laudant,No,6411,2745
256,\N,"Kelly p.106, Te laudant angeli 5",82,2,GB-Cu Add. 2602,Kelly catalogue,f. 16r,2,\N,\N,_Unknown,Responsory,\N,Te laudant angeli,Te laudant angeli sancta dei (007756),unknown,\N,Intonation,49,1,\N,\N,Not checked,\N,No,7756,0
695,\N,"Table 2, Kelly diss. p.177",82,3,GB-Cu Add. 2602,Kelly catalogue,f. 21r,1,\N,Stephani (Dec.26),_Unknown,Responsory,\N,Sancte dei pretiose,Sancte dei pretiose (007575),unknown,\N,Ad repetendum,22,1,\N,\N,Not checked,Te mundi,No,7575,2757
688,\N,"Table 2, Kelly diss. p.177",82,4,GB-Cu Add. 2602,Kelly catalogue,f. 23v,1,\N,Joannis Evang. (Dec.27),_Unknown,Responsory,\N,In medio ecclesiae,In medio ecclesiae aperuit os (006913),unknown,\N,Ad repetendum,22,1,\N,\N,Not checked,Facture,No,6913,2740
295,\N,"Kelly p.113, Respexit V Si quis manducaverit",82,5,GB-Cu Add. 2602,Kelly catalogue,f. 168v,2,\N,\N,_Unknown,Responsory,\N,Respexit Elias,Respexit Elias ad caput suum (601997),unknown,\N,Intonation,55,1,\N,\N,Not checked,\N,No,601997,0
282,\N,"Kelly p.108, Quem vidistis 3",83,1,GB-Cu Ms. Mm.ii.9,Facsimile edition,\N,2,p. 48,Nativitas Domini (Dec.25),Matins,Responsory,R4/9,Quem vidistis ,Quem vidistis pastores dicite (007470),4,secunDUM,Intonation,50,1,h-h-gfgf-fe-cd-efd-fhg-ge-ge-fdc-e-e-dh-hgf-gf-fe,\N,No,\N,Completely,7470,2745
61848,\N,not in kelly ; copied from Salisbury 152 entry,83,2,GB-Cu Ms. Mm.ii.9,Facsimile edition,\N,2,p. 49,Nativitas Domini (Dec.25),Matins,Responsory,R6/9,Te laudant angeli,Te laudant angeli sancta dei (007756),4,ipSUM,Intonation,49,1,h-ge-fg-gjg-he-ge-fed-dc-dfe-fged-fd-fghg-hge-f-fe,\N,No,\N,Completely,7756,2745
